Video ID,Video Title,Main Description
EB_Z-8kBNm8,Inside Karen Gillan's Cozy California Cottage | Open Door | Architectural Digest,"['today', 'ad', 'welcomed', 'los', 'angeles', 'actor', 'look', 'inside', 'marvel', 'universe', 'star', 'recently', 'moved', 'traditional', 'cottage', 'comedian', 'nick', 'setting', 'design', 'first', 'home', 'couple', 'enlisted', 'pierce', 'studio', 'known', 'spaces', 'feel', 'dash', 'tearing', 'series', 'bland', 'renovations', 'adding', 'elegant', 'finishes', 'like', 'bookshelves', 'designers', 'got', 'exactly', 'says', 'newly', 'home', 'traditional', 'layout', 'overlooking', 'could', 'never', 'modern', 'space', 'would', 'kill', 'reprises', 'role', 'guardians', 'galaxy', 'opening', 'may', 'see', 'home', 'shop', 'home', 'rejuvenation', 'ansel', 'chairish', 'vintage', 'tramp', 'art', 'popsicle', 'etsy', 'vintage', 'table', 'elm', 'curvilinear', 'wall', 'arhaus', 'marina', 'joss', 'main', 'end', 'wayfair', 'chess', 'chairish', 'american', 'martinsville', 'burl', 'wood', 'lighted', 'dry', 'etsy', 'vintage', 'hand', 'crochet', 'chris', 'days', 'rejuvenation', 'audrey', 'low', 'round', 'glass', 'altuzarra', 'vintage', 'cocktail', 'balloon', 'anthropologie', 'smeg', 'electric', 'elm', 'pottery', 'barn', 'faux', 'mohair', 'stripe', 'tissue', 'box', 'aesop', 'hand', 'signature', 'hardware', 'brass', 'toilet', 'paper', 'society', 'highland', 'cow', 'revival', 'rugs', 'seino', 'oriental', 'best', 'baker', 'ramayana', 'farrow', 'ball', 'stripe', 'best', 'sanderson', 'tally', 'best', 'mulberry', 'grand', 'flying', 'ducks', 'sage', 'buy', 'something', 'retail', 'earn', 'affiliate', 'photographs', 'chris', 'lowell', 'meg', 'sutton', 'director', 'grant', 'bell', 'daniel', 'finn', 'chase', 'lewis', 'line', 'buscemi', 'associate', 'production', 'peter', 'brunette', 'equipment', 'balash', 'camera', 'brooke', 'mueller', 'kari', 'barber', 'production', 'ariel', 'labasan', 'post', 'production', 'montague', 'post', 'production', 'holly', 'frew', 'talent', 'tracy', 'shaffer', 'supervising', 'christina', 'mankellow', 'junior', 'tael', 'symonds', 'eid', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
ExTP2rYqguE,Inside Troian Bellisario & Patrick J. Adams’s Eclectic L.A. Home | Open Door | Architectural Digest,"['today', 'ad', 'welcomed', 'tour', 'spanish', 'colonial', 'revival', 'home', 'los', 'one', 'lions', 'golden', 'age', 'california', 'wallace', 'white', 'stucco', 'colorfully', 'tiled', 'main', 'details', 'calling', 'cards', 'numerous', 'actors', 'best', 'known', 'role', 'played', 'meghan', 'love', 'starred', 'popular', 'teen', 'drama', 'little', 'love', 'residence', 'midst', 'planning', 'wedding', 'moved', 'right', 'embarking', 'renovations', 'years', 'later', 'designer', 'rosa', 'goal', 'make', 'feel', 'neff', 'team', 'artisans', 'worked', 'home', 'beginning', 'would', 'wanted', 'also', 'make', 'comfortable', 'useful', 'says', 'see', 'home', 'shop', 'home', 'etsy', 'mid', 'century', 'wall', 'elm', 'metalized', 'glass', 'usb', 'table', 'boost', 'floor', 'elm', 'caldas', 'table', 'lumens', 'currey', 'company', 'nottaway', 'jwda', 'table', 'etsy', 'moroccan', 'handmade', 'etsy', 'vintage', 'clay', 'etsy', 'vintage', 'kilim', 'lumbar', 'etsy', 'vintage', 'aqua', 'glass', 'mannequin', 'etsy', 'framed', 'blue', 'papilio', 'ulysses', 'etsy', 'los', 'angeles', 'highway', 'place', 'always', 'etsy', 'large', 'vintage', 'cutting', 'aarke', 'etsy', 'greek', 'god', 'head', 'ds', 'durga', 'bowmakers', 'aesop', 'hand', 'everyday', 'chemex', 'pour', 'coffee', 'revival', 'rugs', 'aritomo', 'vintage', 'turkish', 'glitzhome', 'terrazzo', 'plant', 'chairish', 'rustic', 'elm', 'console', 'flynn', 'velvet', 'amazon', 'wood', 'anthropologie', 'wallace', 'cane', 'oak', 'wayfair', 'leather', 'conference', 'sundays', 'coastline', 'article', 'sven', 'buy', 'something', 'retail', 'earn', 'affiliate', 'artwork', 'edward', 'burtynsky', 'lorien', 'haynes', 'andric', 'ljubodrag', 'keita', 'morimoto', 'pat', 'lindsey', 'ross', 'max', 'wanger', 'winter', 'director', 'aj', 'young', 'ron', 'douglas', 'chase', 'lewis', 'line', 'buscemi', 'associate', 'production', 'peter', 'brunette', 'equipment', 'balash', 'camera', 'anderson', 'production', 'fernando', 'barajas', 'post', 'production', 'montague', 'post', 'production', 'holly', 'frew', 'talent', 'luke', 'leifeste', 'supervising', 'christina', 'mankellow', 'junior', 'tael', 'symonds', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
XNrTIQjHuKs,Inside Debby Ryan & Josh Dun's Fascinating Ohio Home | Open Door | Architectural Digest,"['today', 'ad', 'welcomed', 'ohio', 'tour', 'might', 'surprising', 'hear', 'sparkling', 'young', 'actor', 'husband', 'setting', 'first', 'house', 'relish', 'impulsive', 'departure', 'discovered', 'property', 'decided', 'make', 'actor', 'musician', 'tapped', 'fawn', 'galli', 'moyer', 'bring', 'domestic', 'basement', 'boxing', 'ring', 'pool', 'back', 'recording', 'studio', 'dramatic', 'stone', 'bust', 'dwayne', 'come', 'full', 'remember', 'walking', 'house', 'feeling', 'like', 'much', 'room', 'put', 'personalities', 'says', 'first', 'house', 'first', 'time', 'us', 'felt', 'freedom', 'put', 'see', 'home', 'shop', 'home', 'polspotten', 'set', 'tattoo', 'stagg', 'electric', 'may', 'piece', 'modern', 'ceramic', 'planter', 'hero', 'giant', 'corn', 'super', 'moss', 'deco', 'moss', 'small', 'pose', 'mirror', 'hand', 'opalhouse', 'outdoor', 'ceramic', 'byredo', 'tree', 'house', 'masion', 'margiela', 'fireplace', 'sizikato', 'frog', 'incense', 'acrylic', 'four', 'plunge', 'cold', 'urban', 'outfitters', 'wally', 'table', 'elk', 'home', 'transit', 'etsy', 'gallery', 'paint', 'paint', 'splash', 'schoolhouse', 'princeton', 'long', 'vintage', 'style', 'retro', 'mushroom', 'astek', 'home', 'drunk', 'etsy', 'spoonflower', 'tattoo', 'design', 'within', 'wavy', 'novobey', 'plush', 'knot', 'urban', 'outfitters', 'x', 'loloi', 'tigress', 'etsy', 'cowhide', 'etsy', 'custom', 'moroccan', 'checkered', 'cold', 'picnic', 'tushy', 'company', 'store', 'cotton', 'bath', 'urban', 'outfitters', 'ebba', 'counter', 'design', 'within', 'wishbone', 'article', 'makeva', 'anise', 'brown', 'swivel', 'kartell', 'componibili', 'green', 'brass', 'cactus', 'chair', 'poly', 'bark', 'capa', 'etsy', 'set', 'moroccan', 'modern', 'armchair', 'patio', 'set', 'chairish', 'vintage', 'set', 'jaymar', 'buy', 'something', 'retail', 'earn', 'affiliate', 'commission', 'hiatt', 'woods', 'director', 'sydney', 'lawson', 'alex', 'mechanik', 'chase', 'lewis', 'line', 'buscemi', 'associate', 'production', 'melissa', 'heber', 'production', 'fernando', 'davila', 'camera', 'gracie', 'becker', 'eric', 'vucelich', 'production', 'desiree', 'levingston', 'post', 'production', 'montague', 'post', 'production', 'holly', 'frew', 'talent', 'dana', 'mathews', 'supervising', 'christina', 'mankellow', 'symonds', 'artwork', 'provided', 'dillon', 'beck', 'brouillette', 'dabsmyla', 'ronja', 'kappel', 'burcu', 'korkmazyurek', 'thomas', 'mcknight', 'arden', 'myrin', 'pose', 'colin', 'rigsby', 'withrow', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
NXrwxbxeqCE,Inside Sarah Paulson's Cozy Malibu Getaway | Open Door | Architectural Digest,"['today', 'architectural', 'digest', 'welcomed', 'california', 'actress', 'tour', 'sophisticated', 'cozy', 'beach', 'acquired', 'property', 'nearly', 'year', 'transforming', 'quaint', 'generic', 'surf', 'shack', 'elegantly', 'understated', 'housewares', 'nickey', 'ocean', 'never', 'called', 'person', 'afraid', 'shark', 'says', 'star', 'upcoming', 'horror', 'film', 'beach', 'many', 'years', 'beauty', 'see', 'home', 'shop', 'home', 'parachute', 'home', 'waffle', 'hay', 'shade', 'bin', 'dust', 'etsy', 'handmade', 'moroccan', 'zellige', 'honsel', 'leuchten', 'wall', 'wayfair', 'mercury', 'row', 'metal', 'wall', 'world', 'tree', 'life', 'pale', 'blue', 'white', 'leather', 'flexi', 'wall', 'samsung', 'frame', 'benjamin', 'moore', 'snowfall', 'field', 'supply', 'counter', 'liberty', 'london', 'genie', 'bottle', 'gingham', 'etsy', 'william', 'morris', 'strawberry', 'thief', 'cushion', 'etsy', 'piece', 'wall', 'art', 'abstract', 'porch', 'den', 'clifton', 'mission', 'coffee', 'feliz', 'bar', 'etsy', 'handmade', 'pure', 'brass', 'tealight', 'parker', 'house', 'catalina', 'library', 'fellow', 'stagg', 'ekg', 'electric', 'mcgee', 'co', 'textured', 'stone', 'hayneedle', 'jefferson', 'etsy', 'whale', 'porcelain', 'day', 'durnstein', 'wall', 'ssense', 'perla', 'valtierra', 'lola', 'c', 'chico', 'etsy', 'vintage', 'desk', 'elm', 'kanto', 'stoneware', 'dinner', 'balmuda', 'toaster', 'liberty', 'london', 'astier', 'de', 'villatte', 'glass', 'buy', 'something', 'retail', 'earn', 'affiliate', 'winter', 'director', 'grant', 'bell', 'chris', 'davies', 'chase', 'lewis', 'line', 'buscemi', 'associate', 'production', 'peter', 'brunette', 'production', 'carol', 'wachokier', 'talent', 'luke', 'leifeste', 'cornette', 'production', 'beckwith', 'post', 'production', 'alexa', 'deutsch', 'post', 'production', 'ian', 'supervising', 'doug', 'larsen', 'billy', 'ward', 'eid', 'patricia', 'woman', 'sam', 'shaw', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
zEXXe9Ef_R8,Inside David Harbour & Lily Allen's Brooklyn Townhouse | Open Door | Architectural Digest,"['today', 'architectural', 'digest', 'welcomed', 'new', 'york', 'tour', 'exuberant', 'family', 'working', 'hand', 'hand', 'designer', 'billy', 'cotton', 'architect', 'ben', 'bischoff', 'exciting', 'singular', 'home', 'within', 'stately', 'brownstone', 'carroll', 'someone', 'color', 'deeper', 'way', 'taste', 'says', 'actor', 'star', 'recent', 'christmas', 'spectacular', 'always', 'interested', 'always', 'done', 'big', 'needed', 'says', 'billy', 'tried', 'something', 'weird', 'see', 'home', 'shop', 'home', 'etsy', 'spring', 'flowers', 'birds', 'chinoiserie', 'cath', 'kidston', 'greenwich', 'flowers', 'cole', 'son', 'mosaic', 'black', 'gold', 'pottery', 'barn', 'bamboo', 'wayfair', 'power', 'loom', 'poly', 'bark', 'riley', 'marble', 'round', 'coffee', 'etsy', 'antelope', 'rug', 'palm', 'brass', 'floor', 'daniela', 'chandelier', 'ralph', 'lauren', 'visual', 'larkspur', 'single', 'portola', 'double', 'lumens', 'applique', 'à', 'volet', 'oka', 'apadana', 'armless', 'chair', 'midnight', 'joss', 'main', 'bari', 'upholstered', 'perigold', 'london', 'slipcovered', 'safavieh', 'couture', 'aimee', 'velvet', 'maison', 'jansen', 'brushed', 'steel', 'brass', 'etsy', 'cross', 'stitch', 'sampler', 'buy', 'something', 'retail', 'earn', 'affiliate', 'hiatt', 'woods', 'director', 'herzog', 'lika', 'kumoi', 'chase', 'lewis', 'field', 'alyssa', 'marino', 'associate', 'brandon', 'fuhr', 'line', 'joseph', 'buscemi', 'production', 'melissa', 'heber', 'production', 'fernando', 'davila', 'camera', 'christopher', 'alfonso', 'gabe', 'quiroga', 'production', 'carina', 'greenberg', 'post', 'production', 'alexa', 'deutsch', 'post', 'production', 'ian', 'supervising', 'doug', 'larsen', 'diego', 'rentsch', 'eid', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
qmHAvgEBnsk,Inside Michael Imperioli's History-Filled New York Home | Open Door | Architectural Digest,"['today', 'architectural', 'digest', 'welcomed', 'new', 'york', 'city', 'actor', 'tour', 'intricately', 'returning', 'east', 'coast', 'empty', 'nesters', 'following', 'years', 'wife', 'interior', 'set', 'outfitted', 'new', 'home', 'around', 'extensive', 'art', 'collection', 'acquired', 'mostly', 'antique', 'shops', 'nearly', 'three', 'former', 'apartment', 'evokes', 'bygone', 'age', 'clear', 'italian', 'unlike', 'sicilian', 'palazzos', 'white', 'recent', 'hbo', 'starring', 'apartment', 'refuge', 'representative', 'could', 'easily', 'apartment', 'jazz', 'age', 'new', 'york', 'around', 'actually', 'built', 'hundred', 'years', 'see', 'home', 'shop', 'home', 'etsy', 'vintage', 'wall', 'mural', 'removable', 'etsy', 'renaissance', 'medieval', 'peel', 'stick', 'wall', 'etsy', 'fuzzy', 'removable', 'wall', 'etsy', 'birch', 'tree', 'aspens', 'removable', 'wall', 'michelangelo', 'greek', 'statue', 'etsy', 'aphrodite', 'milos', 'etsy', 'pair', 'antique', 'chinese', 'onna', 'throw', 'pair', 'french', 'empire', 'style', 'barrel', 'club', 'garold', 'glam', 'button', 'tufted', 'modway', 'amour', 'tufted', 'artificial', 'spring', 'cherry', 'blossom', 'etsy', 'faux', 'magnolia', 'elm', 'luster', 'velvet', 'jack', 'allison', 'velvet', 'room', 'darkening', 'spencer', 'velvet', 'curtains', 'buy', 'something', 'retail', 'earn', 'affiliate', 'alice', 'roth', 'director', 'cole', 'evelev', 'alex', 'mechanik', 'line', 'joseph', 'buscemi', 'alyssa', 'marino', 'associate', 'brandon', 'fuhr', 'production', 'melissa', 'heber', 'production', 'fernando', 'davila', 'camera', 'berger', 'duell', 'van', 'production', 'sargent', 'post', 'production', 'alexa', 'deutsch', 'post', 'production', 'ian', 'supervising', 'doug', 'larsen', 'diego', 'rentsch', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
UYEWJcmWKGQ,Inside Viola Davis and Julius Tennon’s Nurturing Family Refuge | Open Door | Architectural Digest,"['today', 'architectural', 'digest', 'welcomed', 'los', 'angeles', 'tour', 'family', 'along', 'toluca', 'lake', 'home', 'five', 'years', 'embarking', 'renovation', 'la', 'designer', 'always', 'want', 'go', 'big', 'says', 'acclaimed', 'actor', 'founder', 'juvee', 'company', 'develops', 'virtual', 'digital', 'working', 'south', 'shooting', 'woman', 'renovation', 'inspired', 'incredible', 'color', 'culture', 'shop', 'home', 'arhaus', 'distinguished', 'framed', 'lounge', 'chair', 'diverging', 'pillow', 'host', 'bar', 'book', 'thomas', 'celia', 'white', 'le', 'creuset', 'qt', 'le', 'creuset', 'craft', 'series', 'utensil', 'elm', 'faux', 'gingko', 'chasing', 'paper', 'white', 'black', 'removable', 'crosley', 'mercury', 'record', 'hanging', 'hardware', 'calvin', 'left', 'closed', 'jenni', 'kayne', 'sur', 'square', 'coffee', 'jaime', 'plaid', 'throw', 'quince', 'organic', 'airy', 'gauze', 'safavieh', 'cassian', 'glass', 'table', 'horseshoe', 'black', 'lacquered', 'linen', 'coffee', 'etsy', 'vibrant', 'beaded', 'nuvolette', 'wallpaper', 'soft', 'grey', 'cole', 'etsy', 'chokwe', 'mask', 'mwana', 'pwo', 'headdress', 'african', 'safavieh', 'darian', 'square', 'throw', 'pillow', 'jo', 'malone', 'wood', 'sage', 'sea', 'salt', 'antonia', 'lamp', 'danny', 'talia', 'large', 'glass', 'oaktree', 'candlestick', 'suspended', 'glass', 'tealite', 'holder', 'willy', 'white', 'plaster', 'pedestal', 'side', 'arhaus', 'women', 'reflected', 'etsy', 'zulu', 'beer', 'basket', 'south', 'regina', 'modern', 'glamour', 'carli', 'crystal', 'table', 'buy', 'something', 'retail', 'earn', 'affiliate', 'winter', 'director', 'grant', 'bell', 'lika', 'kumoi', 'chase', 'lewis', 'line', 'buscemi', 'associate', 'landrie', 'hatcher', 'production', 'peter', 'brunette', 'production', 'carolina', 'wachockier', 'camera', 'lucas', 'vilicich', 'kari', 'barber', 'production', 'fernando', 'barajas', 'post', 'production', 'alexa', 'deutsch', 'post', 'production', 'ian', 'supervising', 'doug', 'larsen', 'eid', 'diego', 'rentsch', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
fsYZye1Ykao,Inside Ellen Pompeo’s Midcentury Malibu Beach House | Open Door | Architectural Digest,"['today', 'architectural', 'digest', 'welcomed', 'malibu', 'star', 'tour', 'inviting', 'beach', 'first', 'went', 'scope', 'property', 'several', 'years', 'house', 'originally', 'sale', 'still', 'knew', 'afford', 'tell', 'anyone', 'house', 'came', 'back', 'seized', 'second', 'fans', 'bona', 'fide', 'enthusiast', 'whose', 'past', 'renovations', 'include', 'modern', 'barn', 'sag', 'harbor', 'main', 'villa', 'los', 'addition', 'malibu', 'home', 'added', 'fuel', 'entering', 'exciting', 'phase', 'say', 'flint', 'grey', 'marble', 'bowl', 'etsy', 'set', 'boards', 'serene', 'spaces', 'apothecary', 'jars', 'modern', 'petal', 'leather', 'counter', 'stool', 'diem', 'tumbler', 'crisp', 'matte', 'black', 'dinner', 'plate', 'trap', 'pitcher', 'purple', 'moroccan', 'rug', 'geometric', 'grasscloth', 'wallpaper', 'lovesac', 'bean', 'bag', 'backgammon', 'suzi', 'kondi', 'ace', 'canopy', 'bed', 'borrego', 'small', 'round', 'ottoman', 'montaigne', 'bedside', 'chest', 'black', 'match', 'striker', 'blackman', 'cruz', 'workshop', 'vertebrae', 'table', 'lamp', 'lawrence', 'la', 'rug', 'particular', 'kind', 'heaven', 'print', 'yasuni', 'midnight', 'wallpaper', 'ashe', 'upholstered', 'bed', 'tonga', 'pillowcase', 'cover', 'black', 'triangle', 'samoa', 'aegean', 'grasscloth', 'wallpaper', 'santa', 'rosa', 'plank', 'dining', 'table', 'gino', 'sarfatti', 'dining', 'chandelier', 'fishbone', 'zig', 'zag', 'epiphyllum', 'basket', 'burnt', 'large', 'planter', 'mario', 'bellini', 'leather', 'chairs', 'set', 'surf', 'tribe', 'stephan', 'vanfleteren', 'farmhouse', 'beads', 'wood', 'bead', 'garland', 'tassels', 'de', 'sede', 'daybed', 'lounge', 'chair', 'cognac', 'sanchez', 'upholstered', 'pouf', 'gold', 'fireplace', 'set', 'chandigarh', 'style', 'small', 'wooden', 'stool', 'seminyak', 'grey', 'indoor', 'outdoor', 'cement', 'planter', 'pottery', 'barn', 'green', 'moroccan', 'handcrafted', 'recycled', 'drinking', 'glasses', 'buy', 'something', 'retail', 'earn', 'affiliate', 'meg', 'sutton', 'director', 'grant', 'bell', 'alex', 'mechanik', 'chase', 'lewis', 'line', 'buscemi', 'associate', 'production', 'peter', 'brunette', 'production', 'carol', 'wachockier', 'talent', 'dana', 'mica', 'medoff', 'camera', 'lucas', 'vilicich', 'production', 'sound', 'production', 'fernando', 'barajas', 'post', 'production', 'alexa', 'deutsch', 'post', 'production', 'jarrod', 'bruner', 'supervising', 'doug', 'larsen', 'andy', 'morell', 'additional', 'tael', 'artwork', 'charchian', 'courtesy', 'gallery', 'douglas', 'kirkland', 'rights', 'reserved', 'elliott', 'courtesy', 'regen', 'projects', 'gallery', 'ernest', 'withers', 'herb', 'ritts', 'regen', 'projects', 'steve', 'schapiro', 'sylvie', 'blum', 'ruven', 'courtesy', 'gallery', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
vvrjhuJrFVc,Inside Rita Ora's Victorian-Era Sanctuary | Open Door | Architectural Digest,"['today', 'critically', 'acclaimed', 'welcomes', 'ad', 'london', 'tour', 'extraordinary', 'finished', 'furnishing', 'new', 'place', 'vintage', 'finds', 'famous', 'portobello', 'road', 'items', 'used', 'previous', 'sister', 'elena', 'responsible', 'arranging', 'furniture', 'interior', 'designer', 'joanna', 'plant', 'brought', 'add', 'bits', 'tie', 'everything', 'works', 'third', 'happier', 'calm', 'grounding', 'home', 'base', 'exterior', 'self', 'super', 'proud', 'decisions', 'interior', 'self', 'wanted', 'inner', 'self', 'reflected', 'international', 'critically', 'acclaimed', 'billion', 'four', 'uk', 'holds', 'record', 'top', 'singles', 'british', 'female', 'artist', 'uk', 'history', 'total', 'addition', 'one', 'successful', 'female', 'artists', 'also', 'lends', 'voice', 'series', 'kung', 'fu', 'dragon', 'knight', 'star', 'upcoming', 'film', 'tin', 'also', 'launched', 'próspero', 'tequila', 'conecuh', 'brands', 'premier', 'master', 'distiller', 'stella', 'serves', 'chief', 'see', 'home', 'shop', 'home', 'set', 'three', 'ruffled', 'marble', 'delonghi', 'distinta', 'electric', 'aesop', 'hand', 'diptyque', 'hex', 'brushed', 'brass', 'towel', 'huxton', 'iron', 'planter', 'belle', 'calypso', 'marilyn', 'monroe', 'vintage', 'hand', 'tufted', 'tiger', 'face', 'feng', 'shui', 'red', 'resin', 'buddha', 'mid', 'century', 'modern', 'solid', 'teak', 'brass', 'coffee', 'versace', 'medusa', 'lumiere', 'margot', 'velvet', 'moritz', 'round', 'brass', 'still', 'hermes', 'wool', 'cashmere', 'piece', 'gold', 'fireplace', 'tool', 'lego', 'brick', 'heads', 'spice', 'anissa', 'kermiche', 'love', 'handles', 'light', 'recycled', 'glass', 'mason', 'jar', 'candlestick', 'damien', 'hirst', 'supreme', 'spots', 'skate', 'ceramic', 'line', 'footed', 'planters', 'white', 'aimee', 'dining', 'arm', 'buy', 'something', 'retail', 'earn', 'affiliate', 'gabriel', 'director', 'james', 'fox', 'shandor', 'garrison', 'chase', 'lewis', 'luca', 'lamaro', 'line', 'buscemi', 'associate', 'landrie', 'hatcher', 'production', 'melissa', 'heber', 'production', 'fernando', 'davila', 'talent', 'tracy', 'shaffer', 'camera', 'stephen', 'ley', 'audio', 'nick', 'ware', 'production', 'holly', 'smyth', 'covid', 'whatton', 'post', 'production', 'alexa', 'deutsch', 'post', 'production', 'ian', 'supervising', 'doug', 'larsen', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
PqpCeiYycVM,Inside Emma Chamberlain's Radiant New Home | Open Door | Architectural Digest,"['today', 'architectural', 'digest', 'welcomed', 'los', 'angeles', 'internet', 'sensation', 'tour', 'deeply', 'personal', 'new', 'drost', 'marie', 'trohman', 'proem', 'house', 'deftly', 'mirrors', 'vibe', 'intriguing', 'mood', 'board', 'type', 'scoured', 'every', 'corner', 'every', 'deep', 'hole', 'says', 'find', 'inspiration', 'home', 'one', 'shop', 'home', 'russian', 'nesting', 'subtle', 'art', 'studios', 'glass', 'tile', 'vintage', 'label', 'salt', 'pepper', 'hero', 'giant', 'corn', 'breville', 'barista', 'express', 'espresso', 'coffee', 'le', 'labo', 'basil', 'hand', 'beachcrest', 'home', 'grasscloth', 'wallpaper', 'meyou', 'paris', 'curves', 'sean', 'brown', 'chairs', 'throw', 'squiggle', 'toym', 'us', 'step', 'burl', 'wood', 'coffee', 'portable', 'mushroom', 'mario', 'bellini', 'anthropologie', 'wave', 'chaise', 'chairish', 'peanut', 'butter', 'buy', 'something', 'retail', 'earn', 'affiliate', 'meg', 'sutton', 'director', 'grant', 'bell', 'lika', 'kumoi', 'chase', 'lewis', 'line', 'buscemi', 'associate', 'production', 'andressa', 'peter', 'brunette', 'production', 'caroline', 'wachokier', 'talent', 'mica', 'medoff', 'camera', 'nick', 'massey', 'kari', 'barber', 'production', 'eric', 'bittencourt', 'covid', 'gee', 'depratt', 'post', 'production', 'alexa', 'deutsch', 'post', 'production', 'ian', 'supervising', 'doug', 'larsen', 'diego', 'rentsch', 'additional', 'tael', 'featured', 'painting', 'james', 'provided', 'artspace', 'warehouse', 'los', 'angeles', 'den', 'la', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
LpVraZRIjrY,Inside Demi Lovato's Modern California Farmhouse | Open Door | Architectural Digest,"['today', 'ad', 'welcomed', 'los', 'angeles', 'actor', 'tour', 'trippy', 'modern', 'six', 'bedrooms', 'seven', 'bathrooms', 'across', 'square', 'spacious', 'studio', 'city', 'property', 'provided', 'blank', 'canvas', 'always', 'imbuing', 'new', 'home', 'life', 'alongside', 'argyle', 'design', 'founders', 'kat', 'bell', 'james', 'drew', 'process', 'paralleled', 'personal', 'every', 'inch', 'space', 'embodies', 'sense', 'fluidity', 'continues', 'shape', 'see', 'colorful', 'california', 'oasis', 'shop', 'home', 'every', 'room', 'home', 'feels', 'think', 'strategically', 'placed', 'wallpaper', 'help', 'achieve', 'black', 'white', 'doodle', 'abstract', 'catalina', 'palms', 'gucci', 'lillies', 'house', 'hackney', 'phantasia', 'like', 'loves', 'home', 'decor', 'big', 'statement', 'mirrors', 'gustaf', 'tufted', 'wall', 'graphic', 'gustaf', 'blue', 'curvy', 'micro', 'everly', 'quinn', 'odessa', 'hollywood', 'glam', 'vanity', 'velvet', 'dusty', 'orchid', 'curtain', 'rug', 'wall', 'adler', 'x', 'ruggable', 'tiger', 'emerald', 'eva', 'love', 'look', 'colorful', 'consider', 'sign', 'bright', 'hues', 'space', 'sofas', 'allmodern', 'olympia', 'eames', 'molded', 'plywood', 'lounge', 'chair', 'wood', 'etta', 'avenue', 'teen', 'jaclyn', 'tall', 'accent', 'vintage', 'lazure', 'blue', 'velvet', 'togo', 'sofa', 'michel', 'ducaroy', 'ligne', 'azalea', 'mink', 'bar', 'trule', 'okeefe', 'wide', 'reversible', 'modular', 'sectional', 'bright', 'ideas', 'inspired', 'enviable', 'light', 'regina', 'glacier', 'guisset', 'petite', 'friture', 'vertigo', 'vanity', 'art', 'coconut', 'tree', 'gold', 'table', 'neoncraftsman', 'custom', 'neon', 'heath', 'cliff', 'theia', 'globe', 'shade', 'floor', 'buy', 'something', 'retail', 'earn', 'affiliate', 'mytnick', 'director', 'meg', 'sutton', 'director', 'grant', 'bell', 'lika', 'kumoi', 'chase', 'lewis', 'line', 'buscemi', 'associate', 'landrie', 'hatcher', 'production', 'andressa', 'pelachi', 'production', 'peter', 'carol', 'wachokier', 'camera', 'brooke', 'mueller', 'cornett', 'production', 'ariel', 'labasan', 'covid', 'gee', 'depratt', 'post', 'production', 'alexa', 'deutsch', 'post', 'production', 'ian', 'supervising', 'doug', 'larsen', 'andy', 'morell', 'additional', 'tael', 'want', 'even', 'subscribe', 'magazine', 'get', 'free', 'tote', 'still', 'subscribed', 'architectural', 'digest', 'architectural', 'digest', 'leading', 'international', 'design', 'architectural', 'digest', 'features', 'articles', 'videos', 'best']"
